iter	RMSE
0	0.4272028854
1	0.4041738409
2	0.3836720527
3	0.3639730495
4	0.3461215632
5	0.3289843864
6	0.3153322933
7	0.3026692557
8	0.2910483571
9	0.2798245446
10	0.2700782369
11	0.2611594306
12	0.2524031228
13	0.2455588184
14	0.2380023126
15	0.2317192247
16	0.2244340899
17	0.2186023402
18	0.2126468464
19	0.2068120767
20	0.2016067232
21	0.1974527341
22	0.193974311
23	0.1899063396
24	0.1850989967
25	0.1806424601
26	0.1760401991
27	0.1724092881
28	0.1681873062
29	0.1649983403
30	0.1617091486
31	0.1584837759
32	0.1547220247
33	0.1512993595
34	0.1479720706
35	0.145248279
36	0.142364362
37	0.1397549033
38	0.1375950753
39	0.1350189879
40	0.1327670927
41	0.1309200019
42	0.1287836048
43	0.1269753029
44	0.1250329974
45	0.1231184003
46	0.1212492541
47	0.1193326708
48	0.1173991985
49	0.1152606955
50	0.1138895996
51	0.1123298379
52	0.1104166098
53	0.1087912835
54	0.1075146597
55	0.1059658253
56	0.1044351973
57	0.103129015
58	0.1019205694
59	0.1004059882
60	0.099018819
61	0.09760898434
62	0.09647809563
63	0.0951463074
64	0.09401965161
65	0.09297246526
66	0.09184715613
67	0.09105477893
68	0.09012926932
69	0.08927195944
70	0.08816614271
71	0.08719790668
72	0.08616123992
73	0.08527641213
74	0.08428451522
75	0.08360283521
76	0.08271793322
77	0.08184506671
78	0.08107277632
79	0.08039817623
80	0.07957955352
81	0.07861941092
82	0.07802084016
83	0.07751874467
84	0.07680823138
85	0.07626344288
86	0.07548213951
87	0.07486101373
88	0.07405163958
89	0.07357076925
90	0.07298952191
91	0.07240951058
92	0.07182276602
93	0.07129149315
94	0.07081437866
95	0.0701864019
96	0.06970368217
97	0.06895931954
98	0.06844788798
99	0.06791224115
100	0.06721097223
101	0.06638658884
102	0.0659394329
103	0.06549446263
104	0.06483861993
105	0.06416639228
106	0.06374083022
107	0.06334664879
108	0.06294864103
109	0.0625288116
110	0.06198051299
111	0.06151847275
112	0.06096290523
113	0.06055988453
114	0.06005911548
115	0.05970435311
116	0.05933538207
117	0.05904261079
118	0.05843053509
119	0.05808043401
120	0.05763554665
121	0.05718847957
122	0.05682077212
123	0.05650482581
124	0.0561981124
125	0.05571185749
126	0.05544645177
127	0.05512424246
128	0.05485538096
129	0.05437610492
130	0.05419851865
131	0.05396608644
132	0.05358446323
133	0.05323560032
134	0.05285601675
135	0.05253508808
136	0.05232079756
137	0.05207192943
138	0.05176655559
139	0.05139634342
140	0.05112398393
141	0.05094422321
142	0.05051103254
143	0.05027173787
144	0.05004055082
145	0.04990386454
146	0.04968425834
147	0.04948035279
148	0.04913442717
149	0.04884284
150	0.04871601863
151	0.04859600322
152	0.04842055485
153	0.04821748944
154	0.04787005152
155	0.04768233465
156	0.04750047939
157	0.04724491841
158	0.04692491006
159	0.04677258962
160	0.04663545816
161	0.04632091141
162	0.04616475364
163	0.04595824379
164	0.04583628545
165	0.04566234843
166	0.04539885847
167	0.04515016901
168	0.04487615737
169	0.04462288772
170	0.04436774566
171	0.04426407397
172	0.04409435613
173	0.04394713957
174	0.04384633401
175	0.04368735676
176	0.04348055466
177	0.04324836399
178	0.04301947756
179	0.04288283065
180	0.04270473709
181	0.04255215265
182	0.0424666225
183	0.04231635191
184	0.04218547291
185	0.0419826871
186	0.04184741874
187	0.04163855955
188	0.04151987078
189	0.04143913089
190	0.04134886751
191	0.04115785244
192	0.0409784227
193	0.0408718791
194	0.04077856655
195	0.04066751036
196	0.04050273403
197	0.04039230796
198	0.04024617629
199	0.04018132355
200	0.03992865758
201	0.03985041159
202	0.0397489318
203	0.03966679833
204	0.03944348828
205	0.03927257103
206	0.03915782514
207	0.0390190376
208	0.03890431274
209	0.03881743137
210	0.03864438409
211	0.03854167795
212	0.03840627789
213	0.03825340712
214	0.03815884291
215	0.03803774701
216	0.03792247152
217	0.03781667799
218	0.03773463118
219	0.03766508324
220	0.03756153123
221	0.03745852055
222	0.03737615379
223	0.03730112506
224	0.03722819279
225	0.03716421663
226	0.03709393701
227	0.03698572028
228	0.03692655039
229	0.03684300589
230	0.03670424913
231	0.03658502202
232	0.03648407111
233	0.03629450032
234	0.03617955755
235	0.03608882839
236	0.03601728033
237	0.03587477399
238	0.03573758049
239	0.03565881881
240	0.03559103592
241	0.03552598168
242	0.03543457065
243	0.03532368426
244	0.03525436168
245	0.0351529641
246	0.03505486354
247	0.03496308679
248	0.03485903094
249	0.03477737397
250	0.0347388712
251	0.03467029725
252	0.03458255744
253	0.03454514887
254	0.03449166626
255	0.03443289623
256	0.03440177728
257	0.03435480897
258	0.03432187193
259	0.03422731745
260	0.03413059283
261	0.03405689623
262	0.03400539706
263	0.03386986732
264	0.03380219087
265	0.03366408829
266	0.03361915233
267	0.03355764308
268	0.03347564772
269	0.03342057414
270	0.03336980699
271	0.03332027031
272	0.03327566461
273	0.03323242843
274	0.0331349419
275	0.03303691155
276	0.0329863757
277	0.03291391236
278	0.03286597258
279	0.03284396711
280	0.03280035974
281	0.03274341424
282	0.03261867921
283	0.03249106388
284	0.03239428194
285	0.0323122553
286	0.0322576973
287	0.03218050631
288	0.03210941016
289	0.03202734492
290	0.03194729786
291	0.03188032691
292	0.03182410728
293	0.0317544829
294	0.03171993545
295	0.03166559225
296	0.03159591128
297	0.03153440252
298	0.03145309623
299	0.03140286217
